tracker_id,stamp_ns,elapsed_s,x_m,y_m,z_m,qw,qx,qy,qz
2,1773181744949980888,13.04191846,1.83624462890625,0.46185302734375,-2.630953125,-0.39247846603393555,-0.007264643907546997,-0.9197236895561218,0.004051625728607178
2,1773181745047969753,13.139907325,1.83147265625,0.46724267578125,-2.62808203125,-0.4051983654499054,0.013097316026687622,-0.9141275882720947,0.0036879777908325195
2,1773181745142449175,13.234386747,1.8387352294921875,0.458570556640625,-2.632315185546875,-0.385638952255249,-0.024532482028007507,-0.9223146438598633,0.004082322120666504
2,1773181745239702433,13.331640005,1.8308553466796875,0.464494140625,-2.62806103515625,-0.405704528093338,-0.004876047372817993,-0.9139416217803955,0.00953531265258789
2,1773181745335466671,13.427404243,1.8242762451171874,0.456433837890625,-2.632987548828125,-0.38323625922203064,-0.033776044845581055,-0.9230183959007263,0.005127429962158203
2,1773181745432109522,13.524047094,1.7947307128906251,0.461314453125,-2.623126953125,-0.39670681953430176,-0.009390294551849365,-0.9178849458694458,-0.00478285551071167
2,1773181745529321458,13.62125903,1.7609091796875,0.461278076171875,-2.625801513671875,-0.38944610953330994,-0.00557960569858551,-0.921018660068512,0.005035877227783203
2,1773181745626261913,13.718199485,1.7207845458984374,0.45830468750000003,-2.6239614257812502,-0.3862368166446686,-0.017917051911354065,-0.9221998453140259,0.006902635097503662
2,1773181745721899100,13.813836672,1.674107177734375,0.455685791015625,-2.6198720703125002,-0.37956923246383667,-0.029749378561973572,-0.924682080745697,0.002315819263458252
2,1773181745818421391,13.910358963,1.6212572021484375,0.457488037109375,-2.614453369140625,-0.38617071509361267,-0.025876596570014954,-0.9220292568206787,0.00805199146270752
2,1773181745915533760,14.007471332,1.566864501953125,0.459716064453125,-2.61485498046875,-0.39351290464401245,-0.013407647609710693,-0.919035792350769,0.018471240997314453
2,1773181746012186182,14.104123754,1.514007568359375,0.4578037109375,-2.613718017578125,-0.38625621795654297,-0.0030535608530044556,-0.9223384261131287,0.009425461292266846
2,1773181746108273555,14.200211127,1.468099365234375,0.45293359375000003,-2.605451416015625,-0.3805556297302246,-0.040106117725372314,-0.923880398273468,0.003730982542037964
2,1773181746205514670,14.297452242,1.41688623046875,0.457814697265625,-2.6076845703125002,-0.3908233940601349,-0.008684933185577393,-0.9202437996864319,0.018252521753311157
2,1773181746301428252,14.393365824,1.36648095703125,0.45696826171875,-2.6029208984375,-0.3839963972568512,-0.010982796549797058,-0.9231786727905273,0.012939542531967163
2,1773181746398587815,14.490525387,1.309392333984375,0.458808837890625,-2.597392333984375,-0.3811177611351013,-0.00634707510471344,-0.9243319034576416,0.017876356840133667
2,1773181746494668146,14.586605718,1.246882080078125,0.4590693359375,-2.5925959472656253,-0.3819049000740051,-0.0004923790693283081,-0.9240963459014893,0.013944178819656372
2,1773181746591091560,14.683029132,1.1810677490234376,0.45969482421875,-2.587385498046875,-0.374409019947052,-0.003361612558364868,-0.9271036982536316,0.01689094305038452
2,1773181746687300353,14.779237925,1.11407470703125,0.45898779296875003,-2.584578857421875,-0.36808276176452637,-0.004723578691482544,-0.9296432137489319,0.016011357307434082
2,1773181746784420532,14.876358104,1.047392822265625,0.45902099609375,-2.579116455078125,-0.363036572933197,-0.0006360411643981934,-0.9316580295562744,0.014749616384506226
2,1773181746881491763,14.973429335,0.977642822265625,0.459846435546875,-2.571025146484375,-0.3603532314300537,-0.001970157027244568,-0.932700514793396,0.014546334743499756
2,1773181746977141335,15.069078907,0.9088633422851563,0.4600263671875,-2.565375,-0.35415300726890564,-0.0007685720920562744,-0.9351100921630859,0.012014240026473999
2,1773181747073446268,15.16538384,0.8396830444335938,0.45905078125,-2.5584853515625,-0.3508099317550659,-0.0004938691854476929,-0.9363341331481934,0.014513731002807617
2,1773181747170271320,15.262208892,0.770759765625,0.45717236328125,-2.5565126953125,-0.35649460554122925,0.0037620216608047485,-0.9342102408409119,0.01220056414604187
2,1773181747267396131,15.359333703,0.702009033203125,0.456091552734375,-2.54818896484375,-0.35613879561424255,0.005356386303901672,-0.9342799186706543,0.016051679849624634
2,1773181747363784249,15.455721821,0.633360107421875,0.455765625,-2.54181005859375,-0.3554858863353729,0.0013485252857208252,-0.934465765953064,0.020044028759002686
2,1773181747460204337,15.552141909,0.5646666259765625,0.4544033203125,-2.5349228515625,-0.34877902269363403,0.00022339820861816406,-0.9369454383850098,0.02205425500869751
2,1773181747556725633,15.648663205,0.4961038818359375,0.455068359375,-2.523458984375,-0.3437909185886383,-0.0016640424728393555,-0.9387773275375366,0.022411614656448364
2,1773181747653504032,15.745441604,0.4240057373046875,0.45307568359375,-2.5147109375,-0.3297167718410492,-0.0012943893671035767,-0.9438259601593018,0.02185782790184021
2,1773181747750446324,15.842383896,0.354179931640625,0.455017578125,-2.499993408203125,-0.3267573416233063,-0.0045535266399383545,-0.9447782039642334,0.02456068992614746
2,1773181747846788681,15.938726253,0.2849102783203125,0.4544326171875,-2.488989501953125,-0.31370308995246887,-0.003018319606781006,-0.9492563009262085,0.02222612500190735
2,1773181747943346683,16.035284255,0.214738037109375,0.454404541015625,-2.4740590820312502,-0.30002883076667786,-0.0025234073400497437,-0.9537814855575562,0.016653984785079956
2,1773181748039207004,16.131144576,0.14664807128906251,0.453767333984375,-2.45562744140625,-0.2786569595336914,0.0007961392402648926,-0.9603471755981445,0.00912177562713623
2,1773181748136386569,16.228324141,0.07675341796875,0.4518759765625,-2.440169921875,-0.2628306746482849,-0.0018475651741027832,-0.9647361636161804,0.01416867971420288
2,1773181748233487057,16.325424629,0.0077388916015625,0.451071533203125,-2.41852392578125,-0.24096177518367767,-0.0011478960514068604,-0.9704171419143677,0.01506274938583374
